train_set/Uturn/b8e2c892-e4bf-4176-aff1-fd4f6f0aa9dc.png,30
train_set/Uturn/5a8501b7-16cc-430a-a810-6fdbee8034df.png,30
train_set/Uturn/93c4a166-210e-4a5e-9e49-287b13b9077a.png,30
train_set/Uturn/02c2d37f-474f-41b1-aae3-78be77103baa.png,30
train_set/Uturn/f6733174-fbda-4c9e-8103-680c9418c594.png,30
train_set/Uturn/37a350f9-bbfb-4e91-a58d-aabc542b5e2f.png,30
train_set/Uturn/3abb02c9-aedc-4bd7-b03a-60e72737fc79.png,30
train_set/Uturn/63de8cbe-13f8-4ad3-8514-1689809db7ae.png,30
train_set/Uturn/bf50838d-3a51-420c-9461-fe4dda4a9f35.png,30
train_set/Uturn/080a2495-ef38-413f-9535-197b31753749.png,30
train_set/Uturn/7eb01e4a-6b79-4389-9d7e-6cc9ad752035.png,30
train_set/Uturn/a2d59f34-6d96-4d24-bef0-12a0bfb4cc2c.png,30
train_set/Uturn/f8595a88-fead-48b4-a3c1-6b1c6d5e3e1a.png,30
train_set/Uturn/d98f40cd-f9c0-4050-abdb-f22292acc6f5.png,30
train_set/Uturn/716beea3-1b92-43eb-b702-380a93bf6c62.png,30
train_set/Uturn/68378687-6bb2-4c3d-84d4-4d35ceceac37.png,30
train_set/Uturn/a906ef9a-be19-4d9d-8a9b-77727ba040a4.png,30
train_set/Uturn/066c225a-6588-4873-bc92-9f375c1aac07.png,30
train_set/Uturn/9cdc3518-8dbb-443c-8a3e-6efc86887ef4.png,30
train_set/Uturn/843f3fe2-4c9a-4c90-9f6b-eff109910d62.png,30
train_set/Uturn/a64ec6ac-2bee-41ad-82dc-858e019c2d80.png,30
train_set/Uturn/5870e5df-ae73-45dd-8976-153e30a86113.png,30
train_set/Uturn/33f2d317-8125-4b59-bc51-7d5cc9661e62.png,30
train_set/Uturn/854ea275-6c65-4c52-a26a-a3aa3ada855f.png,30
train_set/Uturn/1a3d310d-bc20-4304-a0bc-3e0594812ee2.png,30
train_set/Uturn/0842dd21-48ae-478f-883e-7d90d77e1f66.png,30
train_set/Uturn/9a0259ac-b863-4201-b860-b7f96b633f20.png,30
train_set/Uturn/142574be-c382-42bf-881f-ca8dcbdbdbaf.png,30
train_set/Uturn/36c43c03-8e29-403f-82cb-cace8b2e8428.png,30
train_set/Uturn/15e9b63f-f1a9-4b19-a8ac-254af6c66635.png,30
train_set/Uturn/3fed3597-7404-4e80-8fcc-acf3de78a260.png,30
train_set/Uturn/0ee1144f-4d3f-4278-8afc-6b42bb9f0872.png,30
train_set/Uturn/48c53337-a69b-4429-9e2e-7113bb9fe0c5.png,30
train_set/Uturn/69341a78-a446-455f-b4e3-d5540a28dd01.png,30
train_set/Uturn/175f7127-e671-47c8-a123-fe0f02d3b6b0.png,30
train_set/Uturn/b0f4735c-85ff-4016-bf98-913437d22850.png,30
train_set/Uturn/73e7004b-ceb1-4906-a10a-1b20517c8ab5.png,30
train_set/Uturn/5108b4d1-7be2-47ae-9507-1cdea7e6a906.png,30
train_set/Uturn/b5ff16ac-7a26-40a7-8e83-128a58305989.png,30
train_set/Uturn/1a896edc-c05f-4b1d-b947-6aeca2d755eb.png,30
train_set/Uturn/f7d15d21-98f2-4ee9-9bd3-0a0e97356ebd.png,30
train_set/Uturn/ab7655f3-3d35-4a66-a91e-5787187a2291.png,30
train_set/Uturn/7f8ffd10-fd5e-43ba-9162-c6c28abb527c.png,30
train_set/Uturn/55065567-c5fa-4774-81d6-c4f0ae360ba9.png,30
train_set/Uturn/81fbfe23-e7f9-48fc-a5a2-d115b485899d.png,30
train_set/Uturn/c40e929d-ed76-4d68-9b5f-1973b95d4307.png,30
train_set/Uturn/2dbd063f-ee3b-47c7-b1a1-3325ba80a759.png,30
train_set/Uturn/e1a90086-367e-46b4-ad8f-79ee4d3b1d11.png,30
train_set/Uturn/8c327685-e729-42af-bf6c-7474c092362c.png,30
train_set/Uturn/9ed3cc94-685d-457a-9679-0154750d3cdb.png,30
train_set/Uturn/22714851-8b70-40ba-8b8e-126c99720520.png,30
train_set/Uturn/9e2b7df3-d713-4c79-b83d-d8b33d47dab9.png,30
train_set/Uturn/ce340af1-9a72-4e6e-9030-8b94dcd676d2.png,30
train_set/Uturn/4b4fcbb7-1e78-44e3-a1c6-a2fef12cd815.png,30
train_set/Uturn/19f7e175-5d1e-425d-9c4a-bd58035633cb.png,30
train_set/Uturn/36d106f4-c8dd-4b59-990c-ac1672da78eb.png,30
train_set/Uturn/265cf6ba-91de-47bb-8e35-d7aac6675c67.png,30
train_set/Uturn/cbbb200c-0342-4e6f-916d-15a312f1c497.png,30
train_set/Speed limit (15km)/3f2d7ff2-7153-4e8c-93f9-b609bd576f44.png,1
train_set/Speed limit (15km)/6eb7171e-25d7-4086-bf97-08041e8aa8c6.png,1
train_set/Speed limit (15km)/00e7d44d-b353-4b4d-bc2b-76bc606366bc.png,1
train_set/Speed limit (15km)/6df42326-3a55-40d0-98b2-1cc48da3191c.png,1
train_set/Speed limit (15km)/f59bc257-756e-4d62-b468-704eb099cf8b.png,1
train_set/Speed limit (15km)/15e9b948-01a7-4852-a565-a01352006dfe.png,1
train_set/Speed limit (15km)/0ca52e94-0d98-4778-8a69-368ea0b16e7a.png,1
train_set/Speed limit (15km)/3c1a1799-2ff4-415a-9319-9cdc9496d8dd.png,1
train_set/Speed limit (15km)/da69e341-07be-4349-a2dd-5730a3af9417.png,1
train_set/Speed limit (15km)/25718e67-fd2d-4910-8f63-bc79fd04fad8.png,1
train_set/Speed limit (15km)/1e6a29cb-3c69-4900-9a59-2f7ec9d08b14.png,1
train_set/Speed limit (15km)/55a6499c-d848-42f7-82bb-4437a6e3e8f2.png,1
train_set/Speed limit (15km)/05544394-ba3c-4df2-bbfc-355ebf73ab98.png,1
train_set/Speed limit (15km)/b031f28e-8ae2-4fdc-b7be-334d5bc30779.png,1
train_set/Speed limit (15km)/20311df3-5e4d-4761-9688-0111ef8ee725.png,1
train_set/Speed limit (15km)/301e9976-05f1-4fc6-a86f-592d95d9beb4.png,1
